image_id,Original_question,q_type,Mod_qns_Gemini,image_url,Modified_question,Mod_qns_textinput,GT_answer
COCO_train2014_000000228794,Is this a park?,Is this,Is this a botanical park?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000228794.jpg,Is this a <span style='color:red'>botanical</span> park?,Is this a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> park?,yes
COCO_train2014_000000425590,Is this a barn house?,Is this,Is this an orange bus?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000425590.jpg,Is this <span style='color:red'>an orange bus?</span>,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000337728,Is there any way to salvage this rusted out tanker?,Is there,Is there any way to salvage this concrete tanker?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000337728.jpg,Is there any way to salvage this <span style='color:red'>concrete</span> tanker?,Is there any way to salvage this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> tanker?,no
COCO_train2014_000000183212,Is there pepper within reach of these people?,Is there,Is there yellow pepper within reach of these people?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000183212.jpg,Is there <span style='color:red'>yellow</span> pepper within reach of these people?,Is there <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> pepper within reach of these people?,no
COCO_train2014_000000549836,Is there flowers here?,Is there,Is there a white flowers here?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000549836.jpg,Is there <span style='color:red'>a white</span> flowers here?,Is there <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> flowers here?,yes
COCO_train2014_000000027105,Is there somewhere to sit in this photo?,Is there,Is there a wooden bench to sit on in this photo?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000027105.jpg,Is there <span style='color:red'>a wooden bench</span> to sit on in this photo?,Is there <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> to sit in this photo?,yes
COCO_train2014_000000056971,Are there any baby sheep?,Are,Are there any adult sheep?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000056971.jpg,Are there any <span style='color:red'>adult</span> sheep?,Are there any <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> sheep?,no
COCO_train2014_000000162300,Is the cat preparing to jump?,Is the,Is the tuxedo cat preparing to jump?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000162300.jpg,Is the <span style='color:red'>tuxedo</span> cat preparing to jump?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> cat preparing to jump?,no
COCO_train2014_000000355748,Is the bed made?,Is the,Is the red bed made?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000355748.jpg,Is the <span style='color:red'>red</span> bed made?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> bed made?,no
COCO_train2014_000000366712,Do you see grass anywhere?,Do,Do you see any green grass anywhere?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000366712.jpg,Do you see <span style='color:red'>any green</span> grass anywhere?,Do you see <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> grass anywhere?,no
COCO_train2014_000000028037,Is the bench empty?,Is the,Is the wooden bench empty?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000028037.jpg,Is the <span style='color:red'>wooden</span> bench empty?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> bench empty?,no
COCO_train2014_000000335940,Is the cat sleeping?,Is the,Is the grey cat sleeping?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000335940.jpg,Is the <span style='color:red'>grey</span> cat sleeping?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> cat sleeping?,yes
COCO_train2014_000000391084,Is there anything inside of the stove?,Is there,Is there anything inside of the oven?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000391084.jpg,Is there anything inside of the <span style='color:red'>oven?</span>,Is there anything inside of the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000006229,Are these dogs all the same color?,Are,Are these brown dogs all the same color?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000006229.jpg,Are these <span style='color:red'>brown</span> dogs all the same color?,Are these <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> dogs all the same color?,no
COCO_train2014_000000236632,Are all these animals part of the same herd?,Are,Are all these animals on the grass part of the same herd?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000236632.jpg,Are all these animals <span style='color:red'>on the grass</span> part of the same herd?,Are all these animals <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> part of the same herd?,no
COCO_train2014_000000516636,Is the faucet turned on?,Is the,Is the faucet on the left turned on?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000516636.jpg,Is the faucet <span style='color:red'>on the left</span> turned on?,Is the faucet <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> turned on?,no
COCO_train2014_000000200369,Are people waiting for the train?,Are,Are people waiting for the train on the platform?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000200369.jpg,Are people waiting for the train <span style='color:red'>on the platform?</span>,Are people waiting for the train <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000401183,Is there any wind blowing?,Is there,Is there any strong wind blowing?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000401183.jpg,Is there any <span style='color:red'>strong</span> wind blowing?,Is there any <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> wind blowing?,no
COCO_train2014_000000125247,Is the glass door open?,Is the,Is the glass door in the back open?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000125247.jpg,Is the glass door <span style='color:red'>in the back</span> open?,Is the glass door <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> open?,no
COCO_train2014_000000477031,Is there anything alive in this photo?,Is there,"Is there anything alive in this photo, besides the stuffed animal?",https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000477031.jpg,"Is there anything alive in this photo, <span style='color:red'>besides the stuffed animal?</span>","Is there anything alive in this photo, <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />",no
COCO_train2014_000000392964,Is the AC on?,Is the,Is the red dog in the car?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000392964.jpg,Is the <span style='color:red'>red dog in the car?</span>,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000209132,Does the man have any gray hair?,Does,Does the man on the left have any gray hair?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000209132.jpg,Does the man <span style='color:red'>on the left</span> have any gray hair?,Does the man <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> have any gray hair?,yes
COCO_train2014_000000538523,Is there a bike?,Is there,Is there a red bike?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000538523.jpg,Is there a <span style='color:red'>red</span> bike?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> bike?,yes
COCO_train2014_000000309096,Is the child wearing a bib?,Is the,Is the smiling child wearing a bib?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000309096.jpg,Is the <span style='color:red'>smiling</span> child wearing a bib?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> child wearing a bib?,no
COCO_train2014_000000517451,Are the towels the same color as the toilet?,Are,Are the beige towels the same color as the toilet?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000517451.jpg,Are the <span style='color:red'>beige</span> towels the same color as the toilet?,Are the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> towels the same color as the toilet?,no
COCO_train2014_000000086208,Is this person hungry?,Is this,Is this person in the background hungry?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000086208.jpg,Is this person <span style='color:red'>in the background</span> hungry?,Is this person <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> hungry?,yes
COCO_train2014_000000100084,Is there a statue?,Is there,Is there a tall giraffe?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000100084.jpg,Is there a <span style='color:red'>tall giraffe?</span>,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000005434,Is the puppy hiding his favorite toy behind the planter?,Is the,Is the light brown puppy hiding his favorite toy behind the planter?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000005434.jpg,Is the <span style='color:red'>light brown</span> puppy hiding his favorite toy behind the planter?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> puppy hiding his favorite toy behind the planter?,no
COCO_train2014_000000425837,Is this edible object high in carbohydrates?,Is this,Is this cheesy object high in carbohydrates?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000425837.jpg,Is this <span style='color:red'>cheesy</span> object high in carbohydrates?,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> object high in carbohydrates?,yes
COCO_train2014_000000110873,Is there a bag in the trash canister?,Is there,Is there a plastic bag in the trash canister?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000110873.jpg,Is there a <span style='color:red'>plastic</span> bag in the trash canister?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> bag in the trash canister?,yes
COCO_train2014_000000575641,Is the dark guy wearing shades?,Is the,Is the dark guy on the right wearing shades?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000575641.jpg,Is the dark guy <span style='color:red'>on the right</span> wearing shades?,Is the dark guy <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> wearing shades?,yes
COCO_train2014_000000148295,Does the elephant recognize the man?,Does,Does the African elephant recognize the man?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000148295.jpg,Does the <span style='color:red'>African</span> elephant recognize the man?,Does the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> elephant recognize the man?,no
COCO_train2014_000000440291,Is there a hill in the background?,Is there,Is there a large hill in the background?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000440291.jpg,Is there a <span style='color:red'>large</span> hill in the background?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> hill in the background?,yes
COCO_train2014_000000426758,Is the grass green?,Is the,Is the short grass green?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000426758.jpg,Is the <span style='color:red'>short</span> grass green?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> grass green?,yes
COCO_train2014_000000268042,Is the pst smalling?,Is the,Is the damaged post smalling?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000268042.jpg,Is the <span style='color:red'>damaged post</span> smalling?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> smalling?,yes
COCO_train2014_000000166813,Is there a reflection in the image?,Is there,Is there a reflection of a person in the image?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000166813.jpg,Is there a reflection <span style='color:red'>of a person</span> in the image?,Is there a reflection <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> in the image?,no
COCO_train2014_000000523870,Is there a car on the street?,Is there,Is there a red car on the street?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000523870.jpg,Is there a <span style='color:red'>red</span> car on the street?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> car on the street?,no
COCO_train2014_000000331409,Is there alcohol in the photo?,Is there,Is there brown alcohol in the photo?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000331409.jpg,Is there <span style='color:red'>brown</span> alcohol in the photo?,Is there <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> alcohol in the photo?,yes
COCO_train2014_000000399097,Is the ground painted at all?,Is the,Is the cobblestone ground painted at all?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000399097.jpg,Is the <span style='color:red'>cobblestone</span> ground painted at all?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> ground painted at all?,no
COCO_train2014_000000036059,Is there a utensil in this photo?,Is there,Is there a metal utensil in this photo?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000036059.jpg,Is there a <span style='color:red'>metal</span> utensil in this photo?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> utensil in this photo?,yes
COCO_train2014_000000426513,Is there red in the picture?,Is there,Is there red beer in the picture?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000426513.jpg,Is there red <span style='color:red'>beer</span> in the picture?,Is there red <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> in the picture?,yes
COCO_train2014_000000130876,Is this meal being served at a restaurant?,Is this,Is this meal outdoors being served at a restaurant?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000130876.jpg,Is this meal <span style='color:red'>outdoors</span> being served at a restaurant?,Is this meal <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> being served at a restaurant?,yes
COCO_train2014_000000378659,Is this one bench or multiple benches?,Is this,Is this one wooden bench or multiple wooden benches?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000378659.jpg,Is this one <span style='color:red'>wooden</span> bench or multiple wooden benches?,Is this one <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> bench or multiple wooden benches?,multiple
COCO_train2014_000000046265,Is this in a city setting?,Is this,Is this brown glove in a city setting?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000046265.jpg,Is this <span style='color:red'>brown glove</span> in a city setting?,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> in a city setting?,yes
COCO_train2014_000000369736,Is this a zoo?,Is this,Is this a zoo with zebras?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000369736.jpg,Is this a zoo <span style='color:red'>with zebras?</span>,Is this a zoo <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000041729,Are the calculators turned on?,Are,Are the white calculator turned on?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000041729.jpg,Are the <span style='color:red'>white calculator</span> turned on?,Are the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> turned on?,no
COCO_train2014_000000134008,Is the train making smoke?,Is the,Is the green train making smoke?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000134008.jpg,Is the <span style='color:red'>green</span> train making smoke?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> train making smoke?,no
COCO_train2014_000000248925,Is the surfer competing?,Is the,Is the yellow surfer competing?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000248925.jpg,Is the <span style='color:red'>yellow</span> surfer competing?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> surfer competing?,yes
COCO_train2014_000000325863,Is the woman facing the camera?,Is the,Is the woman wearing a green jacket facing the camera?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000325863.jpg,Is the woman <span style='color:red'>wearing a green jacket</span> facing the camera?,Is the woman <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> facing the camera?,no
COCO_train2014_000000040129,Are there orange cones?,Are,Are there orange cones on the left?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000040129.jpg,Are there orange cones <span style='color:red'>on the left?</span>,Are there orange cones <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000420051,Is the person in blue playing?,Is the,Is the person in the foreground playing?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000420051.jpg,Is the person in <span style='color:red'>the foreground</span> playing?,Is the person in <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> playing?,yes
COCO_train2014_000000119108,Is this horse stretching?,Is this,Is this brown horse stretching?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000119108.jpg,Is this <span style='color:red'>brown</span> horse stretching?,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> horse stretching?,yes
COCO_train2014_000000519617,Is the carrot too big?,Is the,Is the orange carrot too big?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000519617.jpg,Is the <span style='color:red'>orange</span> carrot too big?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> carrot too big?,yes
COCO_train2014_000000459942,Does the elephant have tusks?,Does,Does the large elephant have tusks?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000459942.jpg,Does the <span style='color:red'>large</span> elephant have tusks?,Does the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> elephant have tusks?,yes
COCO_train2014_000000411475,Does the bear look dangerous?,Does,Does the wet bear look dangerous?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000411475.jpg,Does the <span style='color:red'>wet</span> bear look dangerous?,Does the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> bear look dangerous?,yes
COCO_train2014_000000194154,Are they in a party?,Are,Are the girls in a party?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000194154.jpg,Are <span style='color:red'>the girls</span> in a party?,Are <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> in a party?,yes
COCO_train2014_000000315053,Is there sausage on the pizza?,Is there,Is there spicy sausage on the pizza?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000315053.jpg,Is there <span style='color:red'>spicy</span> sausage on the pizza?,Is there <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> sausage on the pizza?,no
COCO_train2014_000000211160,Is the man wearing a brown tee shirt?,Is the,Is the man in the back wearing a brown tee shirt?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000211160.jpg,Is the man <span style='color:red'>in the back</span> wearing a brown tee shirt?,Is the man <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> wearing a brown tee shirt?,yes
COCO_train2014_000000517696,Is there a screen?,Is there,Is there a dirty screen?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000517696.jpg,Is there a <span style='color:red'>dirty</span> screen?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> screen?,yes
COCO_train2014_000000305235,Is there a boat next to the elephants?,Is there,Is there a motorized boat next to the elephants?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000305235.jpg,Is there a <span style='color:red'>motorized</span> boat next to the elephants?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> boat next to the elephants?,yes
COCO_train2014_000000264723,Is there a windmill in the field?,Is there,Is there a working windmill in the field?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000264723.jpg,Is there a <span style='color:red'>working</span> windmill in the field?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> windmill in the field?,yes
COCO_train2014_000000207815,Are the boys taking a phone call?,Are,Are the boys in the foreground taking a phone call?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000207815.jpg,Are the boys <span style='color:red'>in the foreground</span> taking a phone call?,Are the boys <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> taking a phone call?,no
COCO_train2014_000000399513,Are there shadows cast?,Are,Are there shadows cast by the light?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000399513.jpg,Are there shadows cast <span style='color:red'>by the light?</span>,Are there shadows cast <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,yes
COCO_train2014_000000559876,Is this guy fishing?,Is this,Is this guy on a board fishing?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000559876.jpg,Is this guy <span style='color:red'>on a board</span> fishing?,Is this guy <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> fishing?,no
COCO_train2014_000000561152,Is this someone's home?,Is this,Is this a zoo?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000561152.jpg,Is this <span style='color:red'>a zoo?</span>,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,no
COCO_train2014_000000440105,Are they racing on a dirt track or asphalt?,Are,Are they racing on a dirt track or asphalt in the park?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000440105.jpg,Are they racing on a dirt track or asphalt <span style='color:red'>in the park?</span>,Are they racing on a dirt track or asphalt <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' />,asphalt
COCO_train2014_000000220053,Is the dog looking at the camera?,Is the,Is the light-colored dog looking at the camera?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000220053.jpg,Is the <span style='color:red'>light-colored</span> dog looking at the camera?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> dog looking at the camera?,yes
COCO_train2014_000000475451,Is the grass tall?,Is the,Is the grass behind the fire hydrant tall?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000475451.jpg,Is the grass <span style='color:red'>behind the fire hydrant</span> tall?,Is the grass <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> tall?,yes
COCO_train2014_000000038899,Is the man running for the frisbee?,Is the,Is the man wearing a bandana running for the frisbee?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000038899.jpg,Is the man <span style='color:red'>wearing a bandana</span> running for the frisbee?,Is the man <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> running for the frisbee?,yes
COCO_train2014_000000385844,Is the toilet lid up or down?,Is the,Is the green toilet lid up or down?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000385844.jpg,Is the <span style='color:red'>green</span> toilet lid up or down?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> toilet lid up or down?,up
COCO_train2014_000000011720,Is this worker multi-tasking?,Is this,Is this red-haired worker multi-tasking?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000011720.jpg,Is this <span style='color:red'>red-haired</span> worker multi-tasking?,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> worker multi-tasking?,no
COCO_train2014_000000120176,Is there a pickle on the plate?,Is there,Is there a dill pickle on the plate?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000120176.jpg,Is there a <span style='color:red'>dill</span> pickle on the plate?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> pickle on the plate?,no
COCO_train2014_000000354570,Is this an edible item?,Is this,Is this baked item edible?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000354570.jpg,Is this <span style='color:red'>baked item</span> edible?,Is this <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> edible?,yes
COCO_train2014_000000067440,Is the batter in the batters box?,Is the,Is the batter wearing a helmet in the batter's box?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000067440.jpg,Is the batter <span style='color:red'>wearing a helmet</span> in the batter's box?,Is the batter <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> in the batter’s box?,yes
COCO_train2014_000000334220,Is the food on the table dinner food?,Is the,Is the leftover food on the table dinner food?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000334220.jpg,Is the <span style='color:red'>leftover</span> food on the table dinner food?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> food on the table dinner food?,yes
COCO_train2014_000000356513,Is there a kite in the picture?,Is there,Is there a white dog in the picture?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000356513.jpg,Is there a <span style='color:red'>white dog</span> in the picture?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> in the picture?,no
COCO_train2014_000000373522,Is the plant real?,Is the,Is the decorated plant real?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000373522.jpg,Is the <span style='color:red'>decorated</span> plant real?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> plant real?,no
COCO_train2014_000000396638,Is there a fountain?,Is there,Is there a working fountain?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000396638.jpg,Is there a <span style='color:red'>working</span> fountain?,Is there a <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> fountain?,yes
COCO_train2014_000000218599,Is the horse moving?,Is the,Is the brown horse moving?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000218599.jpg,Is the <span style='color:red'>brown</span> horse moving?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> horse moving?,yes
COCO_train2014_000000091637,Is the kite made of leather?,Is the,Is the blue kite made of leather?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000091637.jpg,Is the <span style='color:red'>blue</span> kite made of leather?,Is the <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> kite made of leather?,no
COCO_train2014_000000522391,Does the area seem tropical?,Does,Does the area with the teal bus seem tropical?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000522391.jpg,Does the area <span style='color:red'>with the teal bus</span> seem tropical?,Does the area <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> seem tropical?,yes
COCO_train2014_000000085176,Is there rice on this plate?,Is there,Is there fried rice on this plate?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000085176.jpg,Is there <span style='color:red'>fried</span> rice on this plate?,Is there <input type='text' name='mod_replacement' placeholder='...' style='width: 80px; display:inline;' /> rice on this plate?,yes
