image_id,Original_question,q_type,Mod_qns_GPT4o,image_url
COCO_train2014_000000194154,Are they in a party?,Are,Are they in a lively party?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000194154.jpg
COCO_train2014_000000315053,Is there sausage on the pizza?,Is there,Is there sausage on the burnt pizza?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000315053.jpg
COCO_train2014_000000211160,Is the man wearing a brown tee shirt?,Is the,Is the man wearing a brown tee shirt near the oven?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000211160.jpg
COCO_train2014_000000517696,Is there a screen?,Is there,Is there a large screen?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000517696.jpg
COCO_train2014_000000305235,Is there a boat next to the elephants?,Is there,Is there a white boat next to the elephants?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000305235.jpg
COCO_train2014_000000264723,Is there a windmill in the field?,Is there,Is there a windmill on the left in the field?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000264723.jpg
COCO_train2014_000000207815,Are the boys taking a phone call?,Are,Are the boys on the right taking a phone call?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000207815.jpg
COCO_train2014_000000399513,Are there shadows cast?,Are,Are there large shadows cast?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000399513.jpg
COCO_train2014_000000559876,Is this guy fishing?,Is this,Is this guy on the left fishing?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000559876.jpg
COCO_train2014_000000561152,Is this someone's home?,Is this,Is this colorful home someone's home?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000561152.jpg
COCO_train2014_000000440105,Are they racing on a dirt track or asphalt?,Are,Are they racing on a wet dirt track or asphalt?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000440105.jpg
COCO_train2014_000000220053,Is the dog looking at the camera?,Is the,Is the spotted dog looking at the camera?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000220053.jpg
COCO_train2014_000000475451,Is the grass tall?,Is the,Is the green grass tall?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000475451.jpg
COCO_train2014_000000038899,Is the man running for the frisbee?,Is the,Is the man in the green shirt running for the frisbee?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000038899.jpg
COCO_train2014_000000385844,Is the toilet lid up or down?,Is the,Is the green toilet lid up or down?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000385844.jpg
COCO_train2014_000000011720,Is this worker multi-tasking?,Is this,Is this relaxed worker multi-tasking?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000011720.jpg
COCO_train2014_000000019471,Is this an old picture?,Is this,Is this a snowy picture?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000019471.jpg
COCO_train2014_000000120176,Is there a pickle on the plate?,Is there,Is there a pickle on the left of the plate?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000120176.jpg
COCO_train2014_000000354570,Is this an edible item?,Is this,Is this an edible round item?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000354570.jpg
COCO_train2014_000000067440,Is the batter in the batters box?,Is the,Is the tall batter in the batters box?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000067440.jpg
COCO_train2014_000000334220,Is the food on the table dinner food?,Is the,Is the food on the left side of the table dinner food?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000334220.jpg
COCO_train2014_000000356513,Is there a kite in the picture?,Is there,Is there a colorful kite in the picture?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000356513.jpg
COCO_train2014_000000373522,Is the plant real?,Is the,Is the blue plant real?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000373522.jpg
COCO_train2014_000000396638,Is there a fountain?,Is there,Is there a large fountain?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000396638.jpg
COCO_train2014_000000218599,Is the horse moving?,Is the,Is the brown horse moving?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000218599.jpg
COCO_train2014_000000091637,Is the kite made of leather?,Is the,Is the blue kite made of leather?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000091637.jpg
COCO_train2014_000000522391,Does the area seem tropical?,Does,Does the tropical area seem tropical?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000522391.jpg
COCO_train2014_000000085176,Is there rice on this plate?,Is there,Is there fried rice on this plate?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000085176.jpg
COCO_train2014_000000277284,Is the man playing with the dogs?,Is the,Is the tall man playing with the dogs?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000277284.jpg
COCO_train2014_000000480153,Is the photo colored?,Is the,Is the colorful photo colored?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000480153.jpg
COCO_train2014_000000195998,Is there any thing stacked up?,Is there,Is there any thing stacked up on the right?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000195998.jpg
COCO_train2014_000000118022,Is there protein on the plate?,Is there,Is there protein with sauce on the plate?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000118022.jpg
COCO_train2014_000000468393,Does the man have blonde hair?,Does,Does the man with the racket have blonde hair?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000468393.jpg
COCO_train2014_000000370120,Is this a professional game?,Is this,Is this a day professional game?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000370120.jpg
COCO_train2014_000000116402,Is this a happy family?,Is this,Is this a happy family in the living room?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000116402.jpg
COCO_train2014_000000127067,Are there clouds?,Are,Are there large clouds?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000127067.jpg
COCO_train2014_000000296205,Is the dog sleeping?,Is the,Is the fluffy dog sleeping?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000296205.jpg
COCO_train2014_000000127809,Does the cat have it's mouth open?,Does,Does the black cat have its mouth open?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000127809.jpg
COCO_train2014_000000012109,Are these autumn leaves on the ground?,Are,Are these autumn leaves below the car?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000012109.jpg
COCO_train2014_000000327820,Is this a ski resort?,Is this,Is this a crowded ski resort?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000327820.jpg
COCO_train2014_000000158933,Is there more than one clock displayed?,Is there,Is there more than one blue clock displayed?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000158933.jpg
COCO_train2014_000000157502,Is there another animal visible that isn't a giraffe?,Is there,Is there another animal visible on the right that isn't a giraffe?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000157502.jpg
COCO_train2014_000000089462,Are there buildings in the picture?,Are,Are there tall buildings in the picture?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000089462.jpg
COCO_train2014_000000469363,Is the lady on the left wearing a visor?,Is the,Is the lady on the left wearing a white visor?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000469363.jpg
COCO_train2014_000000237903,Is this cat typing anything to it's owner?,Is this,Is this gray cat typing anything to it's owner?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000237903.jpg
COCO_train2014_000000006539,Are they in the city?,Are,Are they in the busy city?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000006539.jpg
COCO_train2014_000000235499,Do you see a face?,Do,Do you see a serious face?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000235499.jpg
COCO_train2014_000000189229,Are there any vegetables visible in this photo?,Are,Are there any visible vegetables on the left in this photo?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000189229.jpg
COCO_train2014_000000373970,Does everyone here have a home?,Does,Does everyone here with a skateboard have a home?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000373970.jpg
COCO_train2014_000000455112,Does the building in the back have a awning?,Does,Does the building in the back with purple flowers have an awning?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000455112.jpg
COCO_train2014_000000478257,Do they all have blond hair?,Do,Do they all have blond hair near the window?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000478257.jpg
COCO_train2014_000000009960,Are the chalk lines on the field fresh?,Are,Are the chalk lines on the left fresh?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000009960.jpg
COCO_train2014_000000258110,Is the man rinsing off?,Is the,Is the tall man rinsing off?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000258110.jpg
COCO_train2014_000000479651,Is this a vegetable dish?,Is this,Is this a colorful vegetable dish?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000479651.jpg
COCO_train2014_000000479707,Is this a formal occasion?,Is this,Is this a formal occasion with decorative centerpieces?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000479707.jpg
COCO_train2014_000000527785,Are both of these people reading?,Are,Are both of these people on the bench reading?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000527785.jpg
COCO_train2014_000000051083,Do you like the girl's outfit?,Do,Do you like the girl's dark outfit?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000051083.jpg
COCO_train2014_000000416469,Is this suburbs or farm land?,Is this,Is this farm land with a black horse?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000416469.jpg
COCO_train2014_000000487645,Does this airplane have propellers?,Does,Does this large airplane have propellers?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000487645.jpg
COCO_train2014_000000468801,Do the lamps over the headboard match?,Do,Do the bright lamps over the headboard match?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000468801.jpg
COCO_train2014_000000481137,Is the woman's hair wet?,Is the,Is the woman's long hair wet?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000481137.jpg
COCO_train2014_000000190322,Are these pots work of art?,Are,Are these striped pots work of art?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000190322.jpg
COCO_train2014_000000378662,Is this a real dog?,Is this,Is this a large dog?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000378662.jpg
COCO_train2014_000000311173,Does the stove use gas or electric?,Does,Does the stove on the right use gas or electric?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000311173.jpg
COCO_train2014_000000418489,Is there snow on the mountain?,Is there,Is there fresh snow on the mountain?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000418489.jpg
COCO_train2014_000000450555,Is there a reflection in the computer screen?,Is there,Is there a reflection in the dark computer screen?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000450555.jpg
COCO_train2014_000000151831,Are there waves?,Are,Are there large waves?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000151831.jpg
COCO_train2014_000000200287,Is the man laying on the side of a hill?,Is the,Is the relaxed man laying on the side of a hill?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000200287.jpg
COCO_train2014_000000293860,Are the buses one level?,Are,Are the black buses one level?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000293860.jpg
COCO_train2014_000000246056,Does her bike have a light on the front?,Does,Does her bike on the left have a light on the front?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000246056.jpg
COCO_train2014_000000409216,Is this girl a magician?,Is this,Is this girl in the red outfit a magician?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000409216.jpg
COCO_train2014_000000185302,Is the water still?,Is the,Is the water near the boats still?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000185302.jpg
COCO_train2014_000000519510,Does the guy in the green shirt look happy?,Does,Does the tall guy in the green shirt look happy?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000519510.jpg
COCO_train2014_000000485947,Is this person wearing pants?,Is this,Is this person wearing blue pants?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000485947.jpg
COCO_train2014_000000336395,Are these people cold?,Are,Are these people under the tent cold?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000336395.jpg
COCO_train2014_000000087227,Are these items considered healthy food?,Are,Are these green items considered healthy food?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000087227.jpg
COCO_train2014_000000335383,Is the leash attached to a cat or a dog?,Is the,Is the long leash attached to a cat or a dog?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000335383.jpg
COCO_train2014_000000053091,Does this salad look healthy?,Does,Does this colorful salad look healthy?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000053091.jpg
COCO_train2014_000000150184,Does this woman look humbled?,Does,Does this short woman look humbled?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000150184.jpg
COCO_train2014_000000108917,Does the mouse is wireless?,Does,Does the white mouse is wireless?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000108917.jpg
COCO_train2014_000000350741,Does this dish contain bell peppers?,Does,Does this colorful dish contain bell peppers?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000350741.jpg
COCO_train2014_000000384161,Are the skiers facing the camera?,Are,Are the skiers on the left facing the camera?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000384161.jpg
COCO_train2014_000000450841,Are there other animals near this elephant?,Are,Are there other animals near this large elephant?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000450841.jpg
COCO_train2014_000000376946,Is there a cherry on the donut?,Is there,Is there a cherry on the bitten donut?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000376946.jpg
COCO_train2014_000000173096,Is this person in danger of falling?,Is this,Is this person on the left in danger of falling?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000173096.jpg
COCO_train2014_000000523638,Is this an American stop sign?,Is this,Is this a rusty stop sign?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000523638.jpg
COCO_train2014_000000402527,Is the boy wearing a green shirt?,Is the,Is the boy wearing a green shirt near the net?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000402527.jpg
COCO_train2014_000000314378,Is this woman smiling?,Is this,Is this woman on the bench smiling?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000314378.jpg
COCO_train2014_000000161518,Are the flowers dead?,Are,Are the red flowers dead?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000161518.jpg
COCO_train2014_000000205621,Is the sky cloudy?,Is the,Is the blue sky cloudy?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000205621.jpg
COCO_train2014_000000362130,Is there a Japanese plane on the ground?,Is there,Is there a Japanese plane near the terminal on the ground?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000362130.jpg
COCO_train2014_000000475763,Is the plane in the air?,Is the,Is the large plane in the air?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000475763.jpg
COCO_train2014_000000175451,Do these people appear to be on a path?,Do,Do these people on the left appear to be on a path?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000175451.jpg
COCO_train2014_000000334098,Does the man wear glasses?,Does,Does the tall man wear glasses?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000334098.jpg
COCO_train2014_000000376757,Is this a sunny day?,Is this,Is this a sunny day at the airport?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000376757.jpg
COCO_train2014_000000049551,Does it feel like a hazy shade of winter?,Does,Does it feel like a hazy shade of winter in the city?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000049551.jpg
COCO_train2014_000000282208,Is this a difficult trick?,Is this,Is this a difficult motorcycle trick?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000282208.jpg
COCO_train2014_000000150999,Is there a clock in this picture?,Is there,Is there a blue clock in this picture?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000150999.jpg
COCO_train2014_000000448710,Is the train stopped at a station?,Is the,Is the black train stopped at a station?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000448710.jpg
COCO_train2014_000000332296,Is the bottom sign secure?,Is the,Is the bottom sign on the right secure?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000332296.jpg
COCO_train2014_000000400094,Is there snow on the trees?,Is there,Is there snow on the trees in the background?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000400094.jpg
COCO_train2014_000000325154,Are these two zebras facing the camera?,Are,Are these two zebras with clear stripes facing the camera?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000325154.jpg
COCO_train2014_000000435142,Is this military?,Is this,Is this white plane military?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000435142.jpg
COCO_train2014_000000444660,Is this a passenger train?,Is this,Is this a brightly colored passenger train?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000444660.jpg
COCO_train2014_000000227587,Is this a commercial?,Is this,Is this a colorful commercial?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000227587.jpg
COCO_train2014_000000385935,Are there any people on the beach?,Are,Are there any people on the sandy beach?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000385935.jpg
COCO_train2014_000000335697,Is the elephant content?,Is the,Is the small elephant content?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000335697.jpg
COCO_train2014_000000164694,Is this roll a prop?,Is this,Is this shiny roll a prop?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000164694.jpg
COCO_train2014_000000153736,Is there a fireplace?,Is there,Is there a white fireplace?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000153736.jpg
COCO_train2014_000000180964,Are the lids off the toilet seats?,Are,Are the lids off the white toilet seats?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000180964.jpg
COCO_train2014_000000094769,Does this person have a nice view?,Does,Does this person on the bench have a nice view?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000094769.jpg
COCO_train2014_000000043966,Does this look like a small or large pizza?,Does,Does this look like a small or large pizza with extra cheese?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000043966.jpg
COCO_train2014_000000079445,Is this cat trying to learn how to type on a computer keyboard?,Is this,Is this fluffy cat trying to learn how to type on a computer keyboard?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000079445.jpg
COCO_train2014_000000033303,Is this person happy?,Is this,Is this young person happy?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000033303.jpg
COCO_train2014_000000128929,Is there an egg carton on the counter?,Is there,Is there an empty egg carton on the counter?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000128929.jpg
COCO_train2014_000000244816,Is this a restaurant toilet?,Is this,Is this a restaurant toilet with a white sink?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000244816.jpg
COCO_train2014_000000215546,Does a man live in the home?,Does,Does a tall man live in the home?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000215546.jpg
COCO_train2014_000000004567,Are the factory stickers on the laptop?,Are,Are the factory stickers on the black laptop?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000004567.jpg
COCO_train2014_000000510626,Are they wearing glasses?,Are,Are they wearing dark glasses?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000510626.jpg
COCO_train2014_000000532668,Is this outside?,Is this,Is this outside by the water?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000532668.jpg
COCO_train2014_000000339312,Is this a bus?,Is this,Is this a green bus?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000339312.jpg
COCO_train2014_000000303370,Does the shortest girl have the purple suitcase?,Does,Does the shortest girl have the purple suitcase on the right?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000303370.jpg
COCO_train2014_000000232762,Do you see clouds?,Do,Do you see white clouds?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000232762.jpg
COCO_train2014_000000355357,Are left turns allowed?,Are,Are left turns near the stop sign allowed?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000355357.jpg
COCO_train2014_000000178244,Are these animals running?,Are,Are these animals under the tree running?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000178244.jpg
COCO_train2014_000000293793,Do this look yummy?,Do,Do this green salad look yummy?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000293793.jpg
COCO_train2014_000000348180,Is there big rocks here?,Is there,Is there big rocks in the distance here?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000348180.jpg
COCO_train2014_000000259677,Is there a steak on the plate?,Is there,Is there a large steak on the plate?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000259677.jpg
COCO_train2014_000000292042,Is this woman straining to throw the frisbee?,Is this,Is this happy woman straining to throw the frisbee?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000292042.jpg
COCO_train2014_000000146951,Is there an ocean in this picture?,Is there,Is there an ocean in the background of this picture?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000146951.jpg
COCO_train2014_000000517282,Are both of these giraffes mature?,Are,Are both of these tall giraffes mature?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000517282.jpg
COCO_train2014_000000436685,Is the person pictured female?,Is the,Is the person in the snow pictured female?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000436685.jpg
COCO_train2014_000000521205,Is the dog hungry?,Is the,Is the sleepy dog hungry?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000521205.jpg
COCO_train2014_000000073922,Is there a cardinal in the tree?,Is there,Is there a bright cardinal in the tree?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000073922.jpg
COCO_train2014_000000481974,Is there a water body?,Is there,Is there a water body near the man wearing yellow shirt?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000481974.jpg
COCO_train2014_000000160586,Is this boat in a race?,Is this,Is this colorful boat in a race?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000160586.jpg
COCO_train2014_000000568424,Is the ceiling angled?,Is the,Is the white ceiling angled?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000568424.jpg
COCO_train2014_000000479263,Is the street called Broadway?,Is the,Is the green sign for the street called Broadway?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000479263.jpg
COCO_train2014_000000424539,Is the pizza hot?,Is the,Is the large pizza hot?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000424539.jpg
COCO_train2014_000000343853,Is there any children in the picture?,Is there,Is there any child in the center of the picture?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000343853.jpg
COCO_train2014_000000484344,Are all of the walls the same color?,Are,Are all of the painted walls the same color?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000484344.jpg
COCO_train2014_000000312288,Does the woman have dark hair?,Does,Does the woman with the hat have dark hair?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000312288.jpg
COCO_train2014_000000405544,Are both animals the same?,Are,Are both animals in the grass the same?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000405544.jpg
COCO_train2014_000000506821,Is the giraffe fenced in?,Is the,Is the tall giraffe fenced in?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000506821.jpg
COCO_train2014_000000503832,Is this a park?,Is this,Is this a large park?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000503832.jpg
COCO_train2014_000000132889,Is the tablecloth checkered?,Is the,Is the red checkered tablecloth?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000132889.jpg
COCO_train2014_000000420617,Are these people at the hospital?,Are,Are these people at the nearby hospital?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000420617.jpg
COCO_train2014_000000009398,Are these bananas for sale?,Are,Are these ripe bananas for sale?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000009398.jpg
COCO_train2014_000000526082,Is this man posing for the photo?,Is this,Is this man in the red jacket posing for the photo?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000526082.jpg
COCO_train2014_000000229312,Is there an airplane?,Is there,Is there an airplane on the left?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000229312.jpg
COCO_train2014_000000007838,Is there at least one bottle by the bench?,Is there,Is there at least one blue bottle by the bench?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000007838.jpg
COCO_train2014_000000352938,Is this picture taken in a train yard?,Is this,Is this picture taken in a busy train yard?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000352938.jpg
