image_id,question,q_type,Mod_qns_Claude,image_url
COCO_train2014_000000315053,Is there sausage on the pizza?,Is there,Is there sausage on the Margherita pizza?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000315053.jpg
COCO_train2014_000000211160,Is the man wearing a brown tee shirt?,Is the,Is the man with a red collar wearing a brown tee shirt?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000211160.jpg
COCO_train2014_000000517696,Is there a screen?,Is there,Is there a mesh screen?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000517696.jpg
COCO_train2014_000000305235,Is there a boat next to the elephants?,Is there,Is there a wooden boat next to the elephants?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000305235.jpg
COCO_train2014_000000264723,Is there a windmill in the field?,Is there,Is there a metal windmill in the field?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000264723.jpg
COCO_train2014_000000207815,Are the boys taking a phone call?,Are,Are the boys with glasses taking a phone call?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000207815.jpg
COCO_train2014_000000399513,Are there shadows cast?,Are,Are there shadows cast on the floor?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000399513.jpg
COCO_train2014_000000559876,Is this guy fishing?,Is this,Is this guy in a wetsuit fishing?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000559876.jpg
COCO_train2014_000000561152,Is this someone's home?,Is this,Is this someone's vacation home?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000561152.jpg
COCO_train2014_000000440105,Are they racing on a dirt track or asphalt?,Are,Are they racing on a brown dirt track or asphalt?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000440105.jpg
COCO_train2014_000000220053,Is the dog looking at the camera?,Is the,Is the tan dog looking at the camera?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000220053.jpg
COCO_train2014_000000475451,Is the grass tall?,Is the,Is the green grass tall?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000475451.jpg
COCO_train2014_000000038899,Is the man running for the frisbee?,Is the,Is the man with the blue bandana running for the frisbee?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000038899.jpg
COCO_train2014_000000385844,Is the toilet lid up or down?,Is the,Is the green toilet lid up or down?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000385844.jpg
COCO_train2014_000000011720,Is this worker multi-tasking?,Is this,Is this worker in the back of the room multi-tasking?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000011720.jpg
COCO_train2014_000000019471,Is this an old picture?,Is this,Is this an old black and white picture?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000019471.jpg
COCO_train2014_000000120176,Is there a pickle on the plate?,Is there,Is there a sliced pickle on the plate?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000120176.jpg
COCO_train2014_000000354570,Is this an edible item?,Is this,Is this yellow item edible?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000354570.jpg
COCO_train2014_000000067440,Is the batter in the batters box?,Is the,Is the left-handed batter in the batters box?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000067440.jpg
COCO_train2014_000000334220,Is the food on the table dinner food?,Is the,Is the fried food on the table dinner food?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000334220.jpg
COCO_train2014_000000356513,Is there a kite in the picture?,Is there,Is there a red kite in the picture?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000356513.jpg
COCO_train2014_000000373522,Is the plant real?,Is the,Is the plant in the corner real?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000373522.jpg
COCO_train2014_000000396638,Is there a fountain?,Is there,Is there a fountain in the background?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000396638.jpg
COCO_train2014_000000218599,Is the horse moving?,Is the,Is the brown horse moving?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000218599.jpg
COCO_train2014_000000091637,Is the kite made of leather?,Is the,Is the red kite made of leather?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000091637.jpg
COCO_train2014_000000522391,Does the area seem tropical?,Does,Does the coastal area seem tropical?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000522391.jpg
COCO_train2014_000000085176,Is there rice on this plate?,Is there,Is there brown rice on this plate?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000085176.jpg
COCO_train2014_000000277284,Is the man playing with the dogs?,Is the,Is the man with the frisbee playing with the dogs?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000277284.jpg
COCO_train2014_000000480153,Is the photo colored?,Is the,Is the photo in the background colored?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000480153.jpg
COCO_train2014_000000195998,Is there any thing stacked up?,Is there,Is there any white thing stacked up?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000195998.jpg
COCO_train2014_000000118022,Is there protein on the plate?,Is there,Is there grilled protein on the plate?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000118022.jpg
COCO_train2014_000000468393,Does the man have blonde hair?,Does,Does the man with the tennis racket have blonde hair?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000468393.jpg
COCO_train2014_000000370120,Is this a professional game?,Is this,Is this a professional tennis game?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000370120.jpg
COCO_train2014_000000116402,Is this a happy family?,Is this,Is this a happy family in the living room?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000116402.jpg
COCO_train2014_000000127067,Are there clouds?,Are,Are there white clouds?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000127067.jpg
COCO_train2014_000000296205,Is the dog sleeping?,Is the,Is the black and white dog sleeping?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000296205.jpg
COCO_train2014_000000127809,Does the cat have it's mouth open?,Does,Does the cat near the window have its mouth open?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000127809.jpg
COCO_train2014_000000012109,Are these autumn leaves on the ground?,Are,Are these autumn leaves near the trees in the background?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000012109.jpg
COCO_train2014_000000327820,Is this a ski resort?,Is this,Is this a family-friendly ski resort?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000327820.jpg
COCO_train2014_000000158933,Is there more than one clock displayed?,Is there,Is there more than one digital clock displayed?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000158933.jpg
COCO_train2014_000000157502,Is there another animal visible that isn't a giraffe?,Is there,Is there another brown animal visible that isn't a giraffe?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000157502.jpg
COCO_train2014_000000089462,Are there buildings in the picture?,Are,Are there tall buildings in the picture?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000089462.jpg
COCO_train2014_000000469363,Is the lady on the left wearing a visor?,Is the,Is the lady with the tennis racket wearing a visor?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000469363.jpg
COCO_train2014_000000237903,Is this cat typing anything to it's owner?,Is this,Is this sleeping cat typing anything to it's owner?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000237903.jpg
COCO_train2014_000000006539,Are they in the city?,Are,Are they in the historic city?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000006539.jpg
COCO_train2014_000000189229,Are there any vegetables visible in this photo?,Are,Are there any green vegetables visible in this photo?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000189229.jpg
COCO_train2014_000000373970,Does everyone here have a home?,Does,Does everyone on the sidewalk have a home?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000373970.jpg
COCO_train2014_000000455112,Does the building in the back have a awning?,Does,Does the gray building in the back have a awning?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000455112.jpg
COCO_train2014_000000478257,Do they all have blond hair?,Do,Do they all at the dining table have blond hair?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000478257.jpg
COCO_train2014_000000009960,Are the chalk lines on the field fresh?,Are,Are the chalk lines on the right side of the field fresh?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000009960.jpg
COCO_train2014_000000258110,Is the man rinsing off?,Is the,Is the man in the wetsuit rinsing off?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000258110.jpg
COCO_train2014_000000479651,Is this a vegetable dish?,Is this,Is this a stir-fried vegetable dish?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000479651.jpg
COCO_train2014_000000479707,Is this a formal occasion?,Is this,Is this a formal evening occasion?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000479707.jpg
COCO_train2014_000000527785,Are both of these people reading?,Are,Are both of these people in green clothing reading?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000527785.jpg
COCO_train2014_000000051083,Do you like the girl's outfit?,Do,Do you like the girl's black outfit?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000051083.jpg
COCO_train2014_000000416469,Is this suburbs or farm land?,Is this,Is this mountainous farm land?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000416469.jpg
COCO_train2014_000000487645,Does this airplane have propellers?,Does,Does this blue and white airplane have propellers?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000487645.jpg
COCO_train2014_000000468801,Do the lamps over the headboard match?,Do,Do the orange lamps over the headboard match?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000468801.jpg
COCO_train2014_000000481137,Is the woman's hair wet?,Is the,Is the blonde woman's hair wet?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000481137.jpg
COCO_train2014_000000190322,Are these pots work of art?,Are,Are these turquoise pots work of art?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000190322.jpg
COCO_train2014_000000378662,Is this a real dog?,Is this,Is this a white dog a real dog?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000378662.jpg
COCO_train2014_000000311173,Does the stove use gas or electric?,Does,Does the black stove use gas or electric?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000311173.jpg
COCO_train2014_000000418489,Is there snow on the mountain?,Is there,Is there snow on the distant mountain?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000418489.jpg
COCO_train2014_000000450555,Is there a reflection in the computer screen?,Is there,Is there a reflection in the dark computer screen?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000450555.jpg
COCO_train2014_000000151831,Are there waves?,Are,Are there large waves?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000151831.jpg
COCO_train2014_000000200287,Is the man laying on the side of a hill?,Is the,Is the man with sunglasses laying on the side of a hill?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000200287.jpg
COCO_train2014_000000293860,Are the buses one level?,Are,Are the buses in the background one level?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000293860.jpg
COCO_train2014_000000246056,Does her bike have a light on the front?,Does,Does her blue bike have a light on the front?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000246056.jpg
COCO_train2014_000000409216,Is this girl a magician?,Is this,Is this girl in the park a magician?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000409216.jpg
COCO_train2014_000000185302,Is the water still?,Is the,Is the water near the stone wall still?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000185302.jpg
COCO_train2014_000000519510,Does the guy in the green shirt look happy?,Does,Does the guy in the green shirt with suspenders look happy?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000519510.jpg
COCO_train2014_000000485947,Is this person wearing pants?,Is this,Is this person in the greenhouse wearing pants?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000485947.jpg
COCO_train2014_000000336395,Are these people cold?,Are,Are these people in the shade cold?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000336395.jpg
COCO_train2014_000000087227,Are these items considered healthy food?,Are,Are these green items considered healthy food?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000087227.jpg
COCO_train2014_000000335383,Is the leash attached to a cat or a dog?,Is the,Is the leash attached to a black cat or a dog?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000335383.jpg
COCO_train2014_000000053091,Does this salad look healthy?,Does,Does this green salad look healthy?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000053091.jpg
COCO_train2014_000000150184,Does this woman look humbled?,Does,Does this woman in the black dress look humbled?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000150184.jpg
COCO_train2014_000000108917,Does the mouse is wireless?,Does,Does the black mouse is wireless?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000108917.jpg
COCO_train2014_000000350741,Does this dish contain bell peppers?,Does,Does this grilled dish contain bell peppers?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000350741.jpg
COCO_train2014_000000384161,Are the skiers facing the camera?,Are,Are the skiers in yellow jackets facing the camera?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000384161.jpg
COCO_train2014_000000450841,Are there other animals near this elephant?,Are,Are there other animals near this African elephant?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000450841.jpg
COCO_train2014_000000376946,Is there a cherry on the donut?,Is there,Is there a cherry on the chocolate donut?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000376946.jpg
COCO_train2014_000000173096,Is this person in danger of falling?,Is this,Is this person in the wetsuit in danger of falling?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000173096.jpg
COCO_train2014_000000523638,Is this an American stop sign?,Is this,Is this a circular stop sign?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000523638.jpg
COCO_train2014_000000402527,Is the boy wearing a green shirt?,Is the,Is the boy wearing a cap wearing a green shirt?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000402527.jpg
COCO_train2014_000000314378,Is this woman smiling?,Is this,Is this woman in the red striped shirt smiling?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000314378.jpg
COCO_train2014_000000161518,Are the flowers dead?,Are,Are the red flowers dead?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000161518.jpg
COCO_train2014_000000205621,Is the sky cloudy?,Is the,Is the blue sky cloudy?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000205621.jpg
COCO_train2014_000000362130,Is there a Japanese plane on the ground?,Is there,Is there a Japanese plane with blue stripes on the ground?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000362130.jpg
COCO_train2014_000000475763,Is the plane in the air?,Is the,Is the small plane in the air?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000475763.jpg
COCO_train2014_000000175451,Do these people appear to be on a path?,Do,Do these people in pink jackets appear to be on a path?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000175451.jpg
COCO_train2014_000000334098,Does the man wear glasses?,Does,Does the man in the kitchen wear glasses?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000334098.jpg
COCO_train2014_000000376757,Is this a sunny day?,Is this,Is this a sunny day in winter?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000376757.jpg
COCO_train2014_000000049551,Does it feel like a hazy shade of winter?,Does,Does it feel like a hazy shade of winter in the city?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000049551.jpg
COCO_train2014_000000282208,Is this a difficult trick?,Is this,Is this a difficult trick in competition?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000282208.jpg
COCO_train2014_000000150999,Is there a clock in this picture?,Is there,Is there a digital clock in this picture?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000150999.jpg
COCO_train2014_000000448710,Is the train stopped at a station?,Is the,Is the black train stopped at a station?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000448710.jpg
COCO_train2014_000000332296,Is the bottom sign secure?,Is the,Is the bottom white sign secure?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000332296.jpg
COCO_train2014_000000400094,Is there snow on the trees?,Is there,Is there snow on the evergreen trees?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000400094.jpg
COCO_train2014_000000325154,Are these two zebras facing the camera?,Are,Are these two zebras in the background facing the camera?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000325154.jpg
COCO_train2014_000000435142,Is this military?,Is this,Is this vintage military?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000435142.jpg
COCO_train2014_000000444660,Is this a passenger train?,Is this,Is this a colorful passenger train?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000444660.jpg
COCO_train2014_000000227587,Is this a commercial?,Is this,Is this an outdoor commercial?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000227587.jpg
COCO_train2014_000000385935,Are there any people on the beach?,Are,Are there any people in the distance on the beach?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000385935.jpg
COCO_train2014_000000335697,Is the elephant content?,Is the,Is the baby elephant content?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000335697.jpg
COCO_train2014_000000164694,Is this roll a prop?,Is this,Is this metal roll a prop?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000164694.jpg
COCO_train2014_000000153736,Is there a fireplace?,Is there,Is there a white fireplace?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000153736.jpg
COCO_train2014_000000180964,Are the lids off the toilet seats?,Are,Are the lids off the white toilet seats?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000180964.jpg
COCO_train2014_000000094769,Does this person have a nice view?,Does,Does this person on the wooden bench have a nice view?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000094769.jpg
COCO_train2014_000000043966,Does this look like a small or large pizza?,Does,Does this pizza with olives look like a small or large pizza?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000043966.jpg
COCO_train2014_000000079445,Is this cat trying to learn how to type on a computer keyboard?,Is this,Is this orange cat trying to learn how to type on a computer keyboard?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000079445.jpg
COCO_train2014_000000033303,Is this person happy?,Is this,Is this person in the kitchen happy?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000033303.jpg
COCO_train2014_000000128929,Is there an egg carton on the counter?,Is there,Is there an open egg carton on the counter?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000128929.jpg
COCO_train2014_000000244816,Is this a restaurant toilet?,Is this,Is this a restaurant toilet near the sink?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000244816.jpg
COCO_train2014_000000215546,Does a man live in the home?,Does,Does a man with a beard live in the home?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000215546.jpg
COCO_train2014_000000004567,Are the factory stickers on the laptop?,Are,Are the factory stickers on the black laptop?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000004567.jpg
COCO_train2014_000000510626,Are they wearing glasses?,Are,Are they wearing designer glasses?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000510626.jpg
COCO_train2014_000000532668,Is this outside?,Is this,Is this scene near the harbor outside?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000532668.jpg
COCO_train2014_000000339312,Is this a bus?,Is this,Is this a green bus?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000339312.jpg
COCO_train2014_000000303370,Does the shortest girl have the purple suitcase?,Does,Does the shortest girl in the red coat have the purple suitcase?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000303370.jpg
COCO_train2014_000000232762,Do you see clouds?,Do,Do you see white clouds?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000232762.jpg
COCO_train2014_000000355357,Are left turns allowed?,Are,Are left turns allowed at this intersection?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000355357.jpg
COCO_train2014_000000178244,Are these animals running?,Are,Are these animals under the tree running?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000178244.jpg
COCO_train2014_000000293793,Do this look yummy?,Do,Does this Caesar salad look yummy?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000293793.jpg
COCO_train2014_000000348180,Is there big rocks here?,Is there,Is there big rocks in the distance here?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000348180.jpg
COCO_train2014_000000259677,Is there a steak on the plate?,Is there,Is there a small steak on the plate?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000259677.jpg
COCO_train2014_000000292042,Is this woman straining to throw the frisbee?,Is this,Is this woman in the gray jacket straining to throw the frisbee?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000292042.jpg
COCO_train2014_000000146951,Is there an ocean in this picture?,Is there,Is there a blue ocean in this picture?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000146951.jpg
COCO_train2014_000000517282,Are both of these giraffes mature?,Are,Are both of these giraffes in the foreground mature?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000517282.jpg
COCO_train2014_000000436685,Is the person pictured female?,Is the,Is the person with the striped hat pictured female?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000436685.jpg
COCO_train2014_000000521205,Is the dog hungry?,Is the,Is the small dog hungry?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000521205.jpg
COCO_train2014_000000073922,Is there a cardinal in the tree?,Is there,Is there a red cardinal in the tree?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000073922.jpg
COCO_train2014_000000481974,Is there a water body?,Is there,Is there a blue water body?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000481974.jpg
COCO_train2014_000000160586,Is this boat in a race?,Is this,Is this racing boat in a race?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000160586.jpg
COCO_train2014_000000568424,Is the ceiling angled?,Is the,Is the white ceiling angled?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000568424.jpg
COCO_train2014_000000479263,Is the street called Broadway?,Is the,Is the illuminated street called Broadway?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000479263.jpg
COCO_train2014_000000424539,Is the pizza hot?,Is the,Is the pizza on the white plate hot?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000424539.jpg
COCO_train2014_000000343853,Is there any children in the picture?,Is there,Is there any children near the window in the picture?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000343853.jpg
COCO_train2014_000000484344,Are all of the walls the same color?,Are,Are all of the walls in the kitchen area the same color?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000484344.jpg
COCO_train2014_000000312288,Does the woman have dark hair?,Does,Does the woman on the right have dark hair?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000312288.jpg
COCO_train2014_000000405544,Are both animals the same?,Are,Are both horned animals the same?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000405544.jpg
COCO_train2014_000000506821,Is the giraffe fenced in?,Is the,Is the spotted giraffe fenced in?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000506821.jpg
COCO_train2014_000000503832,Is this a park?,Is this,Is this a national park?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000503832.jpg
COCO_train2014_000000132889,Is the tablecloth checkered?,Is the,Is the red tablecloth checkered?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000132889.jpg
COCO_train2014_000000420617,Are these people at the hospital?,Are,Are these people at the gaming hospital?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000420617.jpg
COCO_train2014_000000009398,Are these bananas for sale?,Are,Are these bananas on the wooden table for sale?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000009398.jpg
COCO_train2014_000000526082,Is this man posing for the photo?,Is this,Is this man in the red jacket posing for the photo?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000526082.jpg
COCO_train2014_000000229312,Is there an airplane?,Is there,Is there a white airplane?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000229312.jpg
COCO_train2014_000000007838,Is there at least one bottle by the bench?,Is there,Is there at least one plastic bottle by the bench?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000007838.jpg
COCO_train2014_000000352938,Is this picture taken in a train yard?,Is this,Is this picture taken in a covered train yard?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000352938.jpg
COCO_train2014_000000205858,Is the giraffe foraging?,Is the,Is the giraffe in the background foraging?,https://vqa-data.s3.us-east-2.amazonaws.com/train_sample_images/COCO_train2014_000000205858.jpg
